year,candidate_id,name,office,state,municipality_tse_id,event,date,successor_candidate_id,successor_name,successor_date,source,notes
2024,170002004102,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,mayor,PE,25313,resignation,2026-04-02,170002004103,VICTOR MARQUES ALVES,2026-04-06,https://www.cbnrecife.com/2026/04/02/apos-inauguracoes-joao-campos-renuncia-a-prefeitura-do-recife-para-disputar-eleicao/,Renúncia para disputar o Governo de Pernambuco em 2026; o vice Victor Marques (PC do B) tomou posse em sessão solene da Câmara Municipal em 2026-04-06
